番号,名詞1,助詞1,名詞2,助詞2,名詞3,助詞3,動詞,子ども用解説,大人用解説,,
2143,ぼく,は,弟,より,背,が,低い,「より」は比較だよ。,比較構文。,,
2144,わたし,は,本,の,内容,について,考える,「の」はつながり、「について」はテーマだよ。,連体＋主題。,,
2145,ぼく,は,友達,と,ゲーム,を,楽しむ,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2146,わたし,は,夕方,に,犬,を,散歩させる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2147,ぼく,は,机,の,下,に,置く,「の」はつながり、「に」は場所だよ。,連体＋到達点。,,
2148,わたし,は,友達,から,アドバイス,を,もらう,「から」は相手だよ。,起点。,,
2149,ぼく,は,学校,へ,,,向かう,「へ」は方向だよ。,方向。,,
2150,わたし,は,兄,と,,,話す,「と」は相手だよ。,共同。,,
2151,ぼく,は,お金,で,お菓子,を,買う,「で」は手段、「を」は対象だよ。,手段＋対象。,,
2152,わたし,は,友達,に,本,を,返す,「に」は相手、「を」は対象だよ。,受け手＋対象。,,
2153,ぼく,は,昼,まで,ゲーム,を,する,「まで」は終わりだよ。,終点。,,
2154,わたし,は,映画,で,気分,が,楽しくなる,「を」は対象、「が」は変化の主体だよ。,対象＋主格。,,
2155,ぼく,は,山,から,海,を,眺める,「から」は視点、「を」は対象だよ。,視点＋対象。,,
2156,わたし,は,ペン,や,ノート,を,入れる,「や」は並列、「を」は対象だよ。,並列＋対象。,,
2157,ぼく,は,昼,に,花,を,見る,「に」は時間だよ。,時間。,,
2158,わたし,は,理由,を,先生,に,伝える,「を」は内容、「に」は相手だよ。,対象＋受け手。,,
2159,ぼく,は,友達,に,ゲーム,を,教える,「に」は相手、「を」は内容だよ。,受け手＋対象。,,
2160,わたし,は,駅,から,学校,まで,歩く,「から」は出発、「まで」は終点だよ。,起点＋終点。,,
2161,ぼく,は,兄,より,力,が,強い,「より」は比較だよ。,比較。,,
2162,わたし,は,映画,の,内容,について,話す,「の」はつながり、「について」はテーマだよ。,連体＋主題。,,
2163,ぼく,は,友達,と,宿題,を,進める,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2164,わたし,は,朝,に,牛乳,を,飲む,「に」は時間だよ。,時間。,,
2165,ぼく,は,机,の,横,に,置く,「の」はつながり、「に」は場所だよ。,連体＋到達点。,,
2166,わたし,は,友達,から,プレゼント,を,受け取る,「から」は相手だよ。,起点。,,
2167,ぼく,は,学校,へ,,,走る,「へ」は方向だよ。,方向。,,
2168,わたし,は,妹,と,,,買い物する,「と」は相手だよ。,共同。,,
2169,ぼく,は,お金,で,ジュース,を,買う,「で」は手段だよ。,手段。,,
2170,わたし,は,友達,に,えんぴつ,を,あげる,「に」は相手、「を」は対象だよ。,受け手＋対象。,,
2171,ぼく,は,夕方,まで,,,遊ぶ,「まで」は終点だよ。,時間終点。,,
2172,わたし,は,音楽,を,聞いて,,落ち着く,「を」は対象だよ。,対象。,,
2173,ぼく,は,橋,から,川,を,見る,「から」は視点、「を」は対象だよ。,視点＋対象。,,
2174,わたし,は,本,や,雑誌,を,並べる,「や」は並列、「を」は対象だよ。,並列＋対象。,,
2175,ぼく,は,秋夜,に,月,を,見る,「に」は時間だよ。,時間。,,
2176,わたし,は,理由,を,家族,に,話す,「を」は内容、「に」は相手だよ。,対象＋受け手。,,
2177,ぼく,は,先生,に,質問,を,する,「に」は相手、「を」は内容だよ。,受け手＋対象。,,
2178,わたし,は,駅,から,家,まで,歩く,「から」は出発、「まで」は終点だよ。,起点＋終点。,,
2179,ぼく,は,友達,より,速く,,走る,「より」は比較だよ。,比較。,,
2180,わたし,は,本,の,テーマ,について,考える,「の」はつながり、「について」はテーマだよ。,連体＋主題。,,
2181,ぼく,は,友達,と,計画,を,立てる,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2182,わたし,は,朝,に,ごはん,を,食べる,「に」は時間だよ。,時間。,,
2183,ぼく,は,机,の,前,に,置く,「の」はつながり、「に」は場所だよ。,連体＋到達点。,,
2184,わたし,は,友達,から,本,を,借りる,「から」は相手だよ。,起点。,,
2185,ぼく,は,学校,へ,,,歩く,「へ」は方向だよ。,方向。,,
2186,わたし,は,母,と,,,料理する,「と」は相手だよ。,共同。,,
2187,ぼく,は,お金,で,アイス,を,買う,「で」は手段だよ。,手段。,,
2188,わたし,は,友達,に,お菓子,を,あげる,「に」は相手だよ。,受け手。,,
2189,ぼく,は,夜,まで,テレビ,を,見る,「まで」は終点だよ。,終点。,,
2190,わたし,は,映画,で,気分,が,変わる,「で」は手段、「が」は主体だよ。,手段＋主格。,,
2191,ぼく,は,丘,から,景色,を,見る,「から」は視点、「を」は対象だよ。,視点＋対象。,,
2192,わたし,は,ペン,や,消しゴム,を,落とす,「や」は並列だよ。,並列。,,
2193,ぼく,は,朝,に,鳥,を,見る,「に」は時間だよ。,時間。,,
2194,わたし,は,理由,を,先生,に,話す,「を」は内容、「に」は相手だよ。,対象＋受け手。,,
2195,ぼく,は,友達,に,遊び,を,教える,「に」は相手、「を」は内容だよ。,受け手＋対象。,,
2196,わたし,は,駅,から,学校,まで,走る,「から」は出発、「まで」は終点だよ。,起点＋終点。,,
2197,ぼく,は,兄,より,速く,,泳ぐ,「より」は比較だよ。,比較。,,
2198,わたし,は,本,の,内容,について,話す,「の」はつながり、「について」はテーマだよ。,連体＋主題。,,
2199,ぼく,は,友達,と,ゲーム,を,する,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2200,わたし,は,朝,に,水,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2201,ぼく,は,昼ごはん,に,カレー,を,食べる,「は」は主役、「に」は時間、「を」は食べるものだよ。,主題提示＋時間＋対象。,,
2202,わたし,は,友達,と,ラーメン,を,食べる,「は」は主役、「と」はいっしょの相手、「を」は対象だよ。,主題提示＋共同＋対象。,,
2203,ぼく,は,朝,に,パン,を,焼く,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2204,わたし,は,母,に,弁当,を,作る,「に」はあげる相手、「を」は対象だよ。,受け手＋対象。,,
2205,ぼく,は,店,で,寿司,を,食べる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2206,わたし,は,兄,より,ケーキ,が,好きだ,「より」はくらべる、「が」は好きなものだよ。,比較＋主格。,,
2207,ぼく,は,お金,で,ジュース,を,買う,「で」は手段、「を」は対象だよ。,手段＋対象。,,
2208,わたし,は,友達,に,お菓子,を,あげる,「に」は相手、「を」は対象だよ。,受け手＋対象。,,
2209,ぼく,は,友達,から,チョコレート,を,もらう,「から」はもらう相手、「を」は対象だよ。,起点＋対象。,,
2210,わたし,は,夕方,まで,おやつ,を,食べない,「まで」は時間の終わりだよ。,終点（時間）。,,
2211,ぼく,は,カフェ,で,パスタ,を,食べる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2212,わたし,は,家,で,スープ,を,作る,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2213,ぼく,は,弁当,に,おにぎり,を,入れる,「に」は場所、「を」は対象だよ。,到達点＋対象。,,
2214,わたし,は,友達,と,ピザ,を,分ける,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2215,ぼく,は,店,から,パン,を,買う,「から」は場所、「を」は対象だよ。,起点＋対象。,,
2216,わたし,は,昼,に,うどん,を,食べる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2217,ぼく,は,兄,より,ラーメン,が,好きだ,「より」は比較、「が」は対象だよ。,比較＋主格。,,
2218,わたし,は,友達,に,ジュース,を,渡す,「に」は相手、「を」は対象だよ。,受け手＋対象。,,
2219,ぼく,は,友達,から,クッキー,を,受け取る,「から」は相手、「を」は対象だよ。,起点＋対象。,,
2220,わたし,は,夜,に,ごはん,を,食べる,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2221,ぼく,は,レストラン,で,ハンバーグ,を,食べる,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2222,わたし,は,家族,と,寿司,を,食べる,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2223,ぼく,は,朝,に,牛乳,を,飲む,「に」は時間、「を」は対象だよ。,時間＋対象。,,
2224,わたし,は,母,に,スープ,を,作ってもらう,「に」はしてくれる人、「を」は対象だよ。,受益構文。,,
2225,ぼく,は,店,で,アイス,を,買う,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2226,わたし,は,弟,より,チョコ,が,好きだ,「より」は比較、「が」は対象だよ。,比較。,,
2227,ぼく,は,お金,で,弁当,を,買う,「で」は手段、「を」は対象だよ。,手段。,,
2228,わたし,は,友達,に,パン,を,分ける,「に」は相手、「を」は対象だよ。,受け手。,,
2229,ぼく,は,友達,から,ジュース,を,もらう,「から」は相手、「を」は対象だよ。,起点。,,
2230,わたし,は,夕方,まで,何も,,食べない,「まで」は時間の終わりだよ。,終点。,,
2231,ぼく,は,朝,に,おにぎり,を,食べる,「は」は主役、「に」は時間、「を」は食べるものだよ。,主題提示＋時間＋対象。,,
2232,わたし,は,友達,と,ケーキ,を,食べる,「と」はいっしょの相手、「を」は対象だよ。,共同＋対象。,,
2233,ぼく,は,店,で,ラーメン,を,注文する,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2234,わたし,は,母,に,弁当,を,作ってもらう,「に」はしてくれる人、「を」は対象だよ。,受益構文。,,
2235,ぼく,は,友達,に,ジュース,を,渡す,「に」は相手、「を」は対象だよ。,受け手＋対象。,,
2236,わたし,は,友達,から,お菓子,を,もらう,「から」は相手、「を」は対象だよ。,起点＋対象。,,
2237,ぼく,は,昼,まで,何も,,食べない,「まで」は時間の終わりだよ。,終点。,,
2238,わたし,は,兄,より,パン,が,好きだ,「より」はくらべる、「が」は対象だよ。,比較＋主格。,,
2239,ぼく,は,カフェ,で,コーヒー,を,飲む,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2240,わたし,は,家,で,カレー,を,作る,「で」は場所、「を」は対象だよ。,場所＋対象。,,
2241,ぼく,は,学校,から,駅,まで,走る,「から」は出発、「まで」は終点だよ。,起点＋終点。,,
2242,わたし,は,先生,に,質問,を,する,「に」は相手、「を」は内容だよ。,受け手＋対象。,,
2243,ぼく,は,友達,と,映画,を,見る,「と」は相手、「を」は対象だよ。,共同＋対象。,,
2244,わたし,は,机,に,本,を,置く,「に」は場所、「を」は対象だよ。,到達点＋対象。,,
2245,ぼく,は,山,から,景色,を,見る,「から」は見る場所、「を」は対象だよ。,視点＋対象。,,
2246,わたし,は,朝,に,牛乳,を,飲む,「に」は時間だよ。,時間。,,
2247,ぼく,は,友達,に,ゲーム,を,教える,「に」は相手、「を」は内容だよ。,受け手＋対象。,,
2248,わたし,は,友達,から,本,を,借りる,「から」は相手だよ。,起点。,,
2249,ぼく,は,夜,まで,テレビ,を,見る,「まで」は終点だよ。,終点。,,
2250,わたし,は,映画,で,気分,が,楽しくなる,「で」は手段、「が」は主体だよ。,手段＋主格。,,
2251,ぼく,は,公園,で,犬,と,遊ぶ,「で」は場所、「と」は相手だよ。,場所＋共同。,,
